Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sub-Saharan Africa (excluding high income),SSA,11.0377944581325,..,..,..,..,10.6309213819086,..,..,..,..,10.1261083503055,..,..,..,..,10.1446026161961,10.17513436946,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Sub-Saharan Africa (IDA & IBRD countries),TSS,11.0499509826445,..,..,..,..,10.6364358841926,..,..,..,..,10.1304135422788,..,..,..,..,10.1485645773456,10.179561712224,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Upper middle income,UMC,15.8647616303936,..,..,..,..,14.8496801993213,..,..,..,..,13.0591197028807,..,..,..,..,11.9463169187658,11.8331209443972,..,..,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,World,WLD,16.0544422839898,..,..,..,..,15.3108586475955,..,..,..,..,14.3248953265269,..,..,..,..,13.6217011336003,13.5048944617856,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Afghanistan,AFG,5.7,..,..,..,..,6.3,..,..,..,..,5.1,..,..,..,..,4.8,4.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Albania,ALB,5.5,..,..,..,..,6.7,..,..,..,..,7.8,..,..,..,..,6,6.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Algeria,DZA,4.1,..,..,..,..,3.8,..,..,..,..,3.3,..,..,..,..,3.2,3.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Angola,AGO,7.9,..,..,..,..,7.2,..,..,..,..,5.7,..,..,..,..,5,4.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Antigua and Barbuda,ATG,2,..,..,..,..,1.2,..,..,..,..,0.3,..,..,..,..,0.8,0.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Argentina,ARG,9.5,..,..,..,..,9,..,..,..,..,8.7,..,..,..,..,8.8,9.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Armenia,ARM,3.3,..,..,..,..,4.4,..,..,..,..,6,..,..,..,..,7,6.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Australia,AUS,13.2,..,..,..,..,12.3,..,..,..,..,12.5,..,..,..,..,13.8,13.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Austria,AUT,20,..,..,..,..,17.3,..,..,..,..,16,..,..,..,..,16,15.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Azerbaijan,AZE,2.2,..,..,..,..,3.2,..,..,..,..,3.1,..,..,..,..,2.7,2.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Bahamas, The",BHS,2,..,..,..,..,2.2,..,..,..,..,2,..,..,..,..,1.8,1.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bahrain,BHR,6.7,..,..,..,..,7,..,..,..,..,5.2,..,..,..,..,5.9,5.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bangladesh,BGD,6.7,..,..,..,..,6.3,..,..,..,..,6.4,..,..,..,..,6.1,5.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Barbados,BRB,2.1,..,..,..,..,3.7,..,..,..,..,2.1,..,..,..,..,0.7,0.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Belarus,BLR,43.1,..,..,..,..,45.1,..,..,..,..,38.2,..,..,..,..,26.3,26.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Belgium,BEL,22.7,..,..,..,..,21.2,..,..,..,..,21.3,..,..,..,..,20.1,20.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Belize,BLZ,5.5,..,..,..,..,4.9,..,..,..,..,4.9,..,..,..,..,4.8,4.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Benin,BEN,9.5,..,..,..,..,9.7,..,..,..,..,9.6,..,..,..,..,9.9,9.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bhutan,BTN,12.4,..,..,..,..,12.2,..,..,..,..,11.1,..,..,..,..,11.6,11.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bolivia,BOL,16.4,..,..,..,..,15.3,..,..,..,..,14.1,..,..,..,..,12.4,12.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bosnia and Herzegovina,BIH,10.7,..,..,..,..,9.3,..,..,..,..,8,..,..,..,..,8.9,8.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Botswana,BWA,11.8,..,..,..,..,12.6,..,..,..,..,11.1,..,..,..,..,9.7,9.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Brazil,BRA,4.8,..,..,..,..,5.5,..,..,..,..,5.7,..,..,..,..,6.5,6.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Brunei Darussalam,BRN,2.8,..,..,..,..,3.3,..,..,..,..,3.7,..,..,..,..,4.5,4.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bulgaria,BGR,18.5,..,..,..,..,13.4,..,..,..,..,12.5,..,..,..,..,11.4,11.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Burkina Faso,BFA,8.2,..,..,..,..,7.6,..,..,..,..,7.5,..,..,..,..,7.7,7.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Burundi,BDI,7.1,..,..,..,..,8.4,..,..,..,..,9,..,..,..,..,8.9,9.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cabo Verde,CPV,9.4,..,..,..,..,10.1,..,..,..,..,11.1,..,..,..,..,11,11.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cambodia,KHM,5.6,..,..,..,..,5.9,..,..,..,..,5.4,..,..,..,..,5.3,5.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cameroon,CMR,13.3,..,..,..,..,11.9,..,..,..,..,11.7,..,..,..,..,12.3,12.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Canada,CAN,13,..,..,..,..,13.2,..,..,..,..,13,..,..,..,..,12.5,12.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Central African Republic,CAF,8.8,..,..,..,..,8.8,..,..,..,..,9.5,..,..,..,..,8.1,7.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Chad,TCD,8,..,..,..,..,8.5,..,..,..,..,8.7,..,..,..,..,8.9,8.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Chile,CHL,10.9,..,..,..,..,10.6,..,..,..,..,12.2,..,..,..,..,10.9,10.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,China,CHN,13.2,..,..,..,..,11.7,..,..,..,..,10.9,..,..,..,..,9.6,9.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Colombia,COL,7.6,..,..,..,..,6.7,..,..,..,..,7.2,..,..,..,..,8.3,7.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Comoros,COM,5.1,..,..,..,..,6.5,..,..,..,..,6.6,..,..,..,..,6.8,6.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Congo, Dem. Rep.",COD,6.6,..,..,..,..,6.1,..,..,..,..,5.5,..,..,..,..,5.6,5.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Congo, Rep.",COG,10,..,..,..,..,9.1,..,..,..,..,7.4,..,..,..,..,6.1,5.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Costa Rica,CRI,7.3,..,..,..,..,7.9,..,..,..,..,8.6,..,..,..,..,7.9,7.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cote d'Ivoire,CIV,9.5,..,..,..,..,11.2,..,..,..,..,12.7,..,..,..,..,14.4,14.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Croatia,HRV,21.3,..,..,..,..,20.2,..,..,..,..,18.6,..,..,..,..,17.8,16.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cuba,CUB,17.4,..,..,..,..,13,..,..,..,..,14.4,..,..,..,..,13.7,13.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Cyprus,CYP,2.2,..,..,..,..,2.6,..,..,..,..,5.7,..,..,..,..,4.9,5.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Czech Republic,CZE,17,..,..,..,..,16.5,..,..,..,..,15.4,..,..,..,..,13.7,13.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Denmark,DNK,16,..,..,..,..,16.2,..,..,..,..,12.7,..,..,..,..,11.9,12.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Djibouti,DJI,5.8,..,..,..,..,5.9,..,..,..,..,5.2,..,..,..,..,6.4,6.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Dominican Republic,DOM,9.1,..,..,..,..,8.2,..,..,..,..,8,..,..,..,..,9.7,9.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Ecuador,ECU,6.1,..,..,..,..,8.9,..,..,..,..,8.5,..,..,..,..,9.6,7.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Egypt, Arab Rep.",EGY,3.3,..,..,..,..,3.4,..,..,..,..,3.6,..,..,..,..,3.8,4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,El Salvador,SLV,13.4,..,..,..,..,9.9,..,..,..,..,10.8,..,..,..,..,14,13.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Equatorial Guinea,GNQ,15.5,..,..,..,..,13.7,..,..,..,..,16.7,..,..,..,..,16.5,16.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Eritrea,ERI,11.6,..,..,..,..,10.4,..,..,..,..,9,..,..,..,..,8.1,7.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Estonia,EST,29.5,..,..,..,..,22.5,..,..,..,..,18.3,..,..,..,..,15.8,17.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Eswatini,SWZ,11.6,..,..,..,..,12,..,..,..,..,11.9,..,..,..,..,13.1,13.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Ethiopia,ETH,8,..,..,..,..,7.9,..,..,..,..,7.3,..,..,..,..,7.2,7.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Fiji,FJI,4.3,..,..,..,..,3.5,..,..,..,..,4.8,..,..,..,..,5,5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Finland,FIN,24.6,..,..,..,..,20.4,..,..,..,..,18.9,..,..,..,..,14.4,15.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,France,FRA,22.3,..,..,..,..,21.1,..,..,..,..,20.2,..,..,..,..,18,17.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Gabon,GAB,6.7,..,..,..,..,6.1,..,..,..,..,6.9,..,..,..,..,7.3,7.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Gambia, The",GMB,6.6,..,..,..,..,5.7,..,..,..,..,5.1,..,..,..,..,5.2,5.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Georgia,GEO,6,..,..,..,..,5,..,..,..,..,6.9,..,..,..,..,8.1,8.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Germany,DEU,14.7,..,..,..,..,13.6,..,..,..,..,13.7,..,..,..,..,13.8,13.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Ghana,GHA,4,..,..,..,..,4.3,..,..,..,..,4.7,..,..,..,..,5.3,5.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Greece,GRC,3.4,..,..,..,..,3.5,..,..,..,..,3.3,..,..,..,..,4.8,5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Grenada,GRD,1.9,..,..,..,..,2.7,..,..,..,..,0.9,..,..,..,..,1.1,1.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Guatemala,GTM,3.2,..,..,..,..,3.2,..,..,..,..,2.9,..,..,..,..,3.1,2.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Guinea,GIN,6.3,..,..,..,..,6.8,..,..,..,..,6.6,..,..,..,..,6.4,6.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Guinea-Bissau,GNB,5,..,..,..,..,4.4,..,..,..,..,4.2,..,..,..,..,3.9,4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Guyana,GUY,23.4,..,..,..,..,24.4,..,..,..,..,26.8,..,..,..,..,29.1,29.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Haiti,HTI,8.7,..,..,..,..,9.5,..,..,..,..,10.2,..,..,..,..,11.7,11.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Honduras,HND,2.3,..,..,..,..,2.5,..,..,..,..,2.5,..,..,..,..,2.8,2.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Hungary,HUN,32.5,..,..,..,..,26.7,..,..,..,..,26,..,..,..,..,20.3,19.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Iceland,ISL,16.2,..,..,..,..,12.2,..,..,..,..,13.3,..,..,..,..,14,14,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,India,IND,17.4,..,..,..,..,17.6,..,..,..,..,16.5,..,..,..,..,16.5,16.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Indonesia,IDN,3.9,..,..,..,..,3.8,..,..,..,..,3.6,..,..,..,..,3.4,3.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Iran, Islamic Rep.",IRN,10.7,..,..,..,..,10.7,..,..,..,..,6.6,..,..,..,..,4,4.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Iraq,IRQ,2.7,..,..,..,..,2.5,..,..,..,..,2.8,..,..,..,..,3.1,3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Ireland,IRL,12.4,..,..,..,..,11.9,..,..,..,..,12,..,..,..,..,11.5,11.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Israel,ISR,7.5,..,..,..,..,7.6,..,..,..,..,7.3,..,..,..,..,5,5.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Italy,ITA,7.8,..,..,..,..,7,..,..,..,..,7.5,..,..,..,..,8,8.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Jamaica,JAM,2.3,..,..,..,..,1.9,..,..,..,..,2,..,..,..,..,2.1,2.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Japan,JPN,24.7,..,..,..,..,24.9,..,..,..,..,24.4,..,..,..,..,19.4,18.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Jordan,JOR,3.4,..,..,..,..,3.1,..,..,..,..,2.8,..,..,..,..,2.9,2.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kazakhstan,KAZ,34,..,..,..,..,39.4,..,..,..,..,32.7,..,..,..,..,24.9,22.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kenya,KEN,4.4,..,..,..,..,3.9,..,..,..,..,3.1,..,..,..,..,3.1,3.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kiribati,KIR,13.7,..,..,..,..,13.9,..,..,..,..,14.5,..,..,..,..,14.5,14.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Korea, Dem. People’s Rep.",PRK,10,..,..,..,..,10.9,..,..,..,..,11.9,..,..,..,..,11.4,11.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Korea, Rep.",KOR,14.8,..,..,..,..,26.8,..,..,..,..,34.1,..,..,..,..,28.3,26.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kuwait,KWT,2,..,..,..,..,2.3,..,..,..,..,1.9,..,..,..,..,2.3,2.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Kyrgyz Republic,KGZ,12.6,..,..,..,..,10.9,..,..,..,..,11.3,..,..,..,..,8.1,8.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Lao PDR,LAO,10.1,..,..,..,..,9.4,..,..,..,..,8.9,..,..,..,..,8.5,8.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Latvia,LVA,34.7,..,..,..,..,26.7,..,..,..,..,22.7,..,..,..,..,21.6,21.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Lebanon,LBN,3,..,..,..,..,3.1,..,..,..,..,3.2,..,..,..,..,3.3,3.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Lesotho,LSO,18,..,..,..,..,18.6,..,..,..,..,20.1,..,..,..,..,21,21.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Liberia,LBR,5.7,..,..,..,..,6.8,..,..,..,..,6.5,..,..,..,..,6.5,6.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Libya,LBY,5.3,..,..,..,..,5.6,..,..,..,..,5.4,..,..,..,..,4.2,5.2,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Lithuania,LTU,50.7,..,..,..,..,43.9,..,..,..,..,37.3,..,..,..,..,34.9,31.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Luxembourg,LUX,16.8,..,..,..,..,14.3,..,..,..,..,12.9,..,..,..,..,14.7,13.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Madagascar,MDG,4.7,..,..,..,..,4.5,..,..,..,..,4.3,..,..,..,..,4,3.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Malawi,MWI,6.2,..,..,..,..,4.5,..,..,..,..,3.8,..,..,..,..,3.6,3.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Malaysia,MYS,5.3,..,..,..,..,5.4,..,..,..,..,5.1,..,..,..,..,5.4,5.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Maldives,MDV,4.4,..,..,..,..,3.3,..,..,..,..,3.2,..,..,..,..,2.6,2.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Mali,MLI,5.5,..,..,..,..,4.9,..,..,..,..,4.8,..,..,..,..,4.8,4.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Malta,MLT,6.5,..,..,..,..,5.6,..,..,..,..,8,..,..,..,..,8,7.5,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Mauritania,MRT,3.4,..,..,..,..,3.5,..,..,..,..,3.9,..,..,..,..,4.3,4.4,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Mauritius,MUS,11.1,..,..,..,..,8.8,..,..,..,..,8.1,..,..,..,..,8.5,7.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Mexico,MEX,3.6,..,..,..,..,4.3,..,..,..,..,4.6,..,..,..,..,5.6,5.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,"Micronesia, Fed. Sts.",FSM,10.8,..,..,..,..,11.9,..,..,..,..,11.1,..,..,..,..,11.4,11.1,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Moldova,MDA,16.4,..,..,..,..,19.2,..,..,..,..,20.9,..,..,..,..,16.4,15.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Mongolia,MNG,17.9,..,..,..,..,17.1,..,..,..,..,16.6,..,..,..,..,13.1,13,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Montenegro,MNE,10.4,..,..,..,..,11.4,..,..,..,..,10.4,..,..,..,..,10,10.3,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Morocco,MAR,6.9,..,..,..,..,5.3,..,..,..,..,3.7,..,..,..,..,2.9,2.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Mozambique,MOZ,8.8,..,..,..,..,6.7,..,..,..,..,5.6,..,..,..,..,4.9,4.9,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Myanmar,MMR,7.3,..,..,..,..,7.7,..,..,..,..,7.3,..,..,..,..,7.6,7.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Namibia,NAM,10.9,..,..,..,..,10.4,..,..,..,..,10.4,..,..,..,..,9,8.7,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Nepal,NPL,15.4,..,..,..,..,12.5,..,..,..,..,10.5,..,..,..,..,9.1,8.8,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Netherlands,NLD,9.8,..,..,..,..,9.9,..,..,..,..,10,..,..,..,..,12.5,12.6,..,..,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
