Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Madagascar,MDG,151.7314,150.6022,149.473,146.4332,143.3934,134.274,131.4256,128.5772,125.7288,122.8804,120.032,117.9436,115.8552,113.7668,111.6784
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malawi,MWI,157.79,156.752,155.714,155.4768,155.2396,154.528,152.471,150.414,148.357,146.3,144.243,141.9286,139.6142,137.2998,134.9854
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malaysia,MYS,13.7106,13.3598,13.009,12.9564,12.9038,12.746,12.8266,12.9072,12.9878,13.0684,13.149,13.202,13.255,13.308,13.361
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Maldives,MDV,31.0428,26.5614,22.08,20.731,19.382,15.335,14.4272,13.5194,12.6116,11.7038,10.796,10.1988,9.6016,9.0044,8.4072
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mali,MLI,188.1362,187.1996,186.263,186.1042,185.9454,185.469,184.1562,182.8434,181.5306,180.2178,178.905,176.9494,174.9938,173.0382,171.0826
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malta,MLT,19.6294,20.0452,20.461,19.975,19.489,18.031,17.0822,16.1334,15.1846,14.2358,13.287,13.2054,13.1238,13.0422,12.9606
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritania,MRT,96.4362,95.1196,93.803,92.2036,90.6042,85.806,84.4482,83.0904,81.7326,80.3748,79.017,77.4234,75.8298,74.2362,72.6426
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritius,MUS,36.4048,36.4434,36.482,36.1596,35.8372,34.87,33.5722,32.2744,30.9766,29.6788,28.381,27.8518,27.3226,26.7934,26.2642
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mexico,MEX,78.876,77.508,76.14,74.971,73.802,70.295,69.43,68.565,67.7,66.835,65.97,64.849,63.728,62.607,61.486
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Micronesia, Fed. Sts.",FSM,38.4866,36.3748,34.263,32.4956,30.7282,25.426,24.052,22.678,21.304,19.93,18.556,17.6296,16.7032,15.7768,14.8504
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Moldova,MDA,41.8018,36.3784,30.955,30.1968,29.4386,27.164,26.8846,26.6052,26.3258,26.0464,25.767,25.0966,24.4262,23.7558,23.0854
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mongolia,MNG,25.5016,23.5248,21.548,21.0794,20.6108,19.205,20.6802,22.1554,23.6306,25.1058,26.581,27.4634,28.3458,29.2282,30.1106
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Montenegro,MNE,18.628,17.555,16.482,16.929,17.376,18.717,17.6396,16.5622,15.4848,14.4074,13.33,12.5266,11.7232,10.9198,10.1164
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Morocco,MAR,35.5236,35.7578,35.992,35.3362,34.6804,32.713,32.894,33.075,33.256,33.437,33.618,33.1012,32.5844,32.0676,31.5508
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mozambique,MOZ,183.1252,182.1646,181.204,179.1288,177.0536,170.828,168.4914,166.1548,163.8182,161.4816,159.145,157.0412,154.9374,152.8336,150.7298
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Myanmar,MMR,37.878,37.483,37.088,36.2962,35.5044,33.129,32.4684,31.8078,31.1472,30.4866,29.826,29.5626,29.2992,29.0358,28.7724
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Namibia,NAM,84.8626,83.4088,81.955,81.7756,81.5962,81.058,80.6428,80.2276,79.8124,79.3972,78.982,75.911,72.84,69.769,66.698
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nepal,NPL,112.9564,108.9132,104.87,101.6756,98.4812,88.898,86.3322,83.7664,81.2006,78.6348,76.069,73.8794,71.6898,69.5002,67.3106
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Netherlands,NLD,6.7504,6.9432,7.136,6.7676,6.3992,5.294,5.1248,4.9556,4.7864,4.6172,4.448,4.316,4.184,4.052,3.92
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Caledonia,NCL,27.4558,26.1074,24.759,23.986,23.213,20.894,20.2538,19.6136,18.9734,18.3332,17.693,17.1204,16.5478,15.9752,15.4026
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Zealand,NZL,27.9774,27.3492,26.721,27.397,28.073,30.101,28.6666,27.2322,25.7978,24.3634,22.929,22.1972,21.4654,20.7336,20.0018
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nicaragua,NIC,118.6528,115.6874,112.722,110.6432,108.5644,102.328,100.6512,98.9744,97.2976,95.6208,93.944,92.1532,90.3624,88.5716,86.7808
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Niger,NER,217.1594,216.3542,215.549,214.3628,213.1766,209.618,207.843,206.068,204.293,202.518,200.743,197.902,195.061,192.22,189.379
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nigeria,NGA,132.8236,131.5528,130.282,128.8608,127.4396,123.176,121.9508,120.7256,119.5004,118.2752,117.05,115.106,113.162,111.218,109.274
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,North Macedonia,MKD,28.1426,25.9318,23.721,23.1162,22.5114,20.697,20.1614,19.6258,19.0902,18.5546,18.019,17.5598,17.1006,16.6414,16.1822
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Norway,NOR,11.1134,10.5452,9.977,9.7642,9.5514,8.913,8.3382,7.7634,7.1886,6.6138,6.039,5.8594,5.6798,5.5002,5.3206
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Oman,OMN,30.0226,25.5458,21.069,19.5742,18.0794,13.595,13.8746,14.1542,14.4338,14.7134,14.993,14.6056,14.2182,13.8308,13.4434
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Pakistan,PAK,56.3922,53.7546,51.117,49.6102,48.1034,43.583,43.1674,42.7518,42.3362,41.9206,41.505,40.9644,40.4238,39.8832,39.3426
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Panama,PAN,91.3934,90.5302,89.667,89.3196,88.9722,87.93,87.7162,87.5024,87.2886,87.0748,86.861,85.8544,84.8478,83.8412,82.8346
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Papua New Guinea,PNG,67.6438,66.3234,65.003,64.2228,63.4426,61.102,60.1964,59.2908,58.3852,57.4796,56.574,55.7902,55.0064,54.2226,53.4388
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Paraguay,PRY,86.9502,85.8606,84.771,83.4868,82.2026,78.35,77.2654,76.1808,75.0962,74.0116,72.927,72.4424,71.9578,71.4732,70.9886
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Peru,PER,72.4538,71.9814,71.509,71.5174,71.5258,71.551,69.7044,67.8578,66.0112,64.1646,62.318,61.2308,60.1436,59.0564,57.9692
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Philippines,PHL,51.948,52.91,53.872,54.014,54.156,54.582,55.1214,55.6608,56.2002,56.7396,57.279,56.654,56.029,55.404,54.779
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Poland,POL,16.9076,16.1988,15.49,15.5802,15.6704,15.941,15.6194,15.2978,14.9762,14.6546,14.333,13.574,12.815,12.056,11.297
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Portugal,PRT,20.2862,20.2426,20.199,19.4064,18.6138,16.236,15.2716,14.3072,13.3428,12.3784,11.414,10.8072,10.2004,9.5936,8.9868
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Puerto Rico,PRI,68.2096,66.8128,65.416,62.4532,59.4904,50.602,49.6004,48.5988,47.5972,46.5956,45.594,42.2948,38.9956,35.6964,32.3972
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Qatar,QAT,20.4854,19.7272,18.969,18.224,17.479,15.244,14.4488,13.6536,12.8584,12.0632,11.268,10.9988,10.7296,10.4604,10.1912
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Romania,ROU,37.409,36.439,35.469,36.7016,37.9342,41.632,40.6178,39.6036,38.5894,37.5752,36.561,36.491,36.421,36.351,36.281
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Russian Federation,RUS,30.5882,29.1006,27.613,28.019,28.425,29.643,28.9984,28.3538,27.7092,27.0646,26.42,25.2758,24.1316,22.9874,21.8432
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Rwanda,RWA,48.9988,47.7894,46.58,45.348,44.116,40.42,40.445,40.47,40.495,40.52,40.545,40.2588,39.9726,39.6864,39.4002
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Samoa,WSM,40.2346,38.6148,36.995,35.9308,34.8666,31.674,30.9894,30.3048,29.6202,28.9356,28.251,27.378,26.505,25.632,24.759
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sao Tome and Principe,STP,112.9276,111.9328,110.938,109.9428,108.9476,105.962,104.8588,103.7556,102.6524,101.5492,100.446,99.2788,98.1116,96.9444,95.7772
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Saudi Arabia,SAU,27.3198,24.2884,21.257,19.4694,17.6818,12.319,11.9372,11.5554,11.1736,10.7918,10.41,9.7928,9.1756,8.5584,7.9412
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Senegal,SEN,104.0724,102.1842,100.296,98.9416,97.5872,93.524,91.5394,89.5548,87.5702,85.5856,83.601,81.4258,79.2506,77.0754,74.9002
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Serbia,SRB,27.104,26.348,25.592,24.934,24.276,22.302,21.5944,20.8868,20.1792,19.4716,18.764,17.9524,17.1408,16.3292,15.5176
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Seychelles,SYC,57.9036,57.9018,57.9,58.3022,58.7044,59.911,60.1906,60.4702,60.7498,61.0294,61.309,61.4572,61.6054,61.7536,61.9018
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sierra Leone,SLE,160.9152,159.1806,157.446,155.1738,152.9016,146.085,142.1864,138.2878,134.3892,130.4906,126.592,123.8392,121.0864,118.3336,115.5808
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Singapore,SGP,7.501,7.521,7.541,7.225,6.909,5.961,5.5506,5.1402,4.7298,4.3194,3.909,3.8332,3.7574,3.6816,3.6058
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovak Republic,SVK,23.2876,21.9838,20.68,20.7664,20.8528,21.112,21.3824,21.6528,21.9232,22.1936,22.464,23.108,23.752,24.396,25.04
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovenia,SVN,7.1828,6.5204,5.858,5.7196,5.5812,5.166,5.0788,4.9916,4.9044,4.8172,4.73,4.5392,4.3484,4.1576,3.9668
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Solomon Islands,SLB,70.517,70.315,70.113,68.6146,67.1162,62.621,65.6974,68.7738,71.8502,74.9266,78.003,78.003,78.003,78.003,78.003
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Somalia,SOM,127.0688,127.2234,127.378,127.326,127.274,127.118,123.7696,120.4212,117.0728,113.7244,110.376,108.3178,106.2596,104.2014,102.1432
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Africa,ZAF,70.2842,68.0176,65.751,66.0524,66.3538,67.258,68.2016,69.1452,70.0888,71.0324,71.976,71.1624,70.3488,69.5352,68.7216
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Sudan,SSD,123.8528,121.8664,119.88,115.5712,111.2624,98.336,94.2836,90.2312,86.1788,82.1264,78.074,74.8672,71.6604,68.4536,65.2468
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Spain,ESP,9.3164,9.7432,10.17,10.684,11.198,12.74,11.9864,11.2328,10.4792,9.7256,8.972,8.7226,8.4732,8.2238,7.9744
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sri Lanka,LKA,28.4064,28.1552,27.904,26.781,25.658,22.289,22.2006,22.1122,22.0238,21.9354,21.847,21.6628,21.4786,21.2944,21.1102
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Lucia,LCA,60.667,57.621,54.575,53.292,52.009,48.16,47.3608,46.5616,45.7624,44.9632,44.164,43.4384,42.7128,41.9872,41.2616
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Vincent and the Grenadines,VCT,69.2202,66.9126,64.605,63.4696,62.3342,58.928,58.044,57.16,56.276,55.392,54.508,53.4104,52.3128,51.2152,50.1176
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sudan,SDN,116.3534,118.1832,120.013,118.0844,116.1558,110.37,104.2976,98.2252,92.1528,86.0804,80.008,76.805,73.602,70.399,67.196
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Suriname,SUR,84.4904,82.8232,81.156,79.4176,77.6792,72.464,71.0692,69.6744,68.2796,66.8848,65.49,64.723,63.956,63.189,62.422
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sweden,SWE,6.7206,6.5558,6.391,6.3152,6.2394,6.012,5.8922,5.7724,5.6526,5.5328,5.413,5.3456,5.2782,5.2108,5.1434
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Switzerland,CHE,5.4812,5.4116,5.342,5.1734,5.0048,4.499,4.2998,4.1006,3.9014,3.7022,3.503,3.355,3.207,3.059,2.911
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Syrian Arab Republic,SYR,60.0856,58.5598,57.034,55.9606,54.8872,51.667,49.9912,48.3154,46.6396,44.9638,43.288,42.3488,41.4096,40.4704,39.5312
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tajikistan,TJK,45.6764,44.1422,42.608,43.0068,43.4056,44.602,45.7672,46.9324,48.0976,49.2628,50.428,51.7576,53.0872,54.4168,55.7464
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tanzania,TZA,134.261,134.218,134.175,134.03,133.885,133.45,131.392,129.334,127.276,125.218,123.16,122.205,121.25,120.295,119.34
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Thailand,THA,43.44,42.674,41.908,42.0144,42.1208,42.44,44.2646,46.0892,47.9138,49.7384,51.563,50.232,48.901,47.57,46.239
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Timor-Leste,TLS,61.6138,62.3004,62.987,61.0722,59.1574,53.413,50.5006,47.5882,44.6758,41.7634,38.851,37.8378,36.8246,35.8114,34.7982
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Togo,TGO,94.9228,94.2374,93.552,93.3896,93.2272,92.74,92.5394,92.3388,92.1382,91.9376,91.737,91.2078,90.6786,90.1494,89.6202
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tonga,TON,21.7608,21.5134,21.266,20.8098,20.3536,18.985,18.5084,18.0318,17.5552,17.0786,16.602,16.214,15.826,15.438,15.05
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Trinidad and Tobago,TTO,40.7776,39.6038,38.43,38.3616,38.2932,38.088,37.4314,36.7748,36.1182,35.4616,34.805,33.862,32.919,31.976,31.033
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tunisia,TUN,7.5222,6.8066,6.091,6.1592,6.2274,6.432,6.6636,6.8952,7.1268,7.3584,7.59,7.6402,7.6904,7.7406,7.7908
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkey,TUR,49.0298,47.1464,45.263,43.9132,42.5634,38.514,37.0598,35.6056,34.1514,32.6972,31.243,30.3062,29.3694,28.4326,27.4958
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkmenistan,TKM,24.8256,24.6228,24.42,23.9656,23.5112,22.148,23.0094,23.8708,24.7322,25.5936,26.455,26.0476,25.6402,25.2328,24.8254
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Uganda,UGA,171.6676,169.3438,167.02,163.7628,160.5056,150.734,146.9648,143.1956,139.4264,135.6572,131.888,129.2776,126.6672,124.0568,121.4464
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ukraine,UKR,34.9826,32.1308,29.279,29.5054,29.7318,30.411,29.9194,29.4278,28.9362,28.4446,27.953,27.1046,26.2562,25.4078,24.5594
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United Arab Emirates,ARE,26.3898,25.9894,25.589,26.4506,27.3122,29.897,27.2716,24.6462,22.0208,19.3954,16.77,14.7252,12.6804,10.6356,8.5908
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United Kingdom,GBR,28.0886,27.3458,26.603,26.354,26.105,25.358,23.9822,22.6064,21.2306,19.8548,18.479,17.4572,16.4354,15.4136,14.3918
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,United States,USA,46.1652,44.4236,42.682,42.0618,41.4416,39.581,37.2522,34.9234,32.5946,30.2658,27.937,26.3216,24.7062,23.0908,21.4754
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Uruguay,URY,65.7322,65.2146,64.697,63.9782,63.2594,61.103,61.013,60.923,60.833,60.743,60.653,60.2678,59.8826,59.4974,59.1122
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Uzbekistan,UZB,27.8296,23.0858,18.342,18.295,18.248,18.107,19.2436,20.3802,21.5168,22.6534,23.79,23.79,23.79,23.79,23.79
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Vanuatu,VUT,59.946,59.273,58.6,57.9142,57.2284,55.171,54.6456,54.1202,53.5948,53.0694,52.544,51.9226,51.3012,50.6798,50.0584
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Venezuela, RB",VEN,92.8978,92.4974,92.097,91.6574,91.2178,89.899,89.4832,89.0674,88.6516,88.2358,87.82,87.3234,86.8268,86.3302,85.8336
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Vietnam,VNM,28.6456,28.2778,27.91,28.4872,29.0644,30.796,31.849,32.902,33.955,35.008,36.061,35.0346,34.0082,32.9818,31.9554
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Virgin Islands (U.S.),VIR,55.4724,52.4602,49.448,49.4754,49.5028,49.585,48.8174,48.0498,47.2822,46.5146,45.747,42.375,39.003,35.631,32.259
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,West Bank and Gaza,PSE,81.1304,75.8392,70.548,69.6038,68.6596,65.827,64.82,63.813,62.806,61.799,60.792,59.1868,57.5816,55.9764,54.3712
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Yemen, Rep.",YEM,95.856,90.703,85.55,83.76,81.97,76.6,74.8144,73.0288,71.2432,69.4576,67.672,66.208,64.744,63.28,61.816
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Zambia,ZMB,159.9716,159.8588,159.746,157.5886,155.4312,148.959,146.5064,144.0538,141.6012,139.1486,136.696,133.3792,130.0624,126.7456,123.4288
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Zimbabwe,ZWE,100.2418,100.2964,100.351,102.499,104.647,111.091,110.6414,110.1918,109.7422,109.2926,108.843,104.3014,99.7598,95.2182,90.6766
"Age at first marriage, female",SP.DYN.SMAM.FE,Afghanistan,AFG,..,..,..,..,..,..,..,..,21.5,21.2,..,..,..,21.5,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Albania,ALB,23.9,23.3,22.9,..,..,..,..,24.6,..,25.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Algeria,DZA,..,..,29.5,..,..,..,29.1,..,..,..,28.2,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Angola,AGO,..,20.3,..,..,..,..,..,..,..,..,..,..,20.7,..,21.5
"Age at first marriage, female",SP.DYN.SMAM.FE,Antigua and Barbuda,ATG,..,25.7,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Argentina,ARG,..,24.6,..,..,..,..,..,..,24.6,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Armenia,ARM,22.2,23,..,..,..,..,..,..,24.5,24.6,..,..,..,24.2,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Aruba,ABW,26.8,..,..,..,..,..,..,..,28.5,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Australia,AUS,..,28.9,..,..,..,..,..,..,..,29.9,..,..,..,..,29.9
"Age at first marriage, female",SP.DYN.SMAM.FE,Austria,AUT,..,26.6,..,..,..,..,..,..,..,27.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Azerbaijan,AZE,23.9,..,..,..,..,..,..,24.4,..,..,24.3,24.3,24.3,24.3,24.2
"Age at first marriage, female",SP.DYN.SMAM.FE,"Bahamas, The",BHS,27.4,..,..,..,..,..,..,..,27.9,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Bahrain,BHR,..,26.3,..,..,..,..,..,..,26.9,..,..,..,..,..,..
