target,ids,date,flag,user,text,procesado
POSITIVE,1975614884,Sat May 30 15:31:56 PDT 2009,NO_QUERY,Rocmoney,@SoSoulfull  Watch my show http:streettalktv.co.uk spread the word,"['watch', 'show', 'spread', 'word']"
NEGATIVE,2053490127,Sat Jun 06 04:44:27 PDT 2009,NO_QUERY,efemiller,Missed F1 Qualifying    BBC IPLAYER here I come.,"['missed', 'qualifying', 'bbc', 'iplayer', 'come']"
NEGATIVE,1754808972,Sun May 10 07:26:54 PDT 2009,NO_QUERY,janiecelincoln,@miszpriss54 such a pretty girl! Wish you updated more ,"['pretty', 'girl', 'wish', 'updated']"
POSITIVE,1677490887,Sat May 02 02:21:30 PDT 2009,NO_QUERY,natnatis,Had a fun day!  just got home from seeing the new wolverine movie and bowling! Great day to start the weekend ,"['fun', 'day', 'got', 'home', 'seeing', 'new', 'wolverine', 'movie', 'bowling', 'great', 'day', 'start', 'weekend']"
POSITIVE,2058794976,Sat Jun 06 15:38:31 PDT 2009,NO_QUERY,MouthyGirl,Lee Ann Womack was an unexpected surprise to start ,"['lee', 'ann', 'womack', 'unexpected', 'surprise', 'start']"
NEGATIVE,1564797730,Mon Apr 20 04:57:48 PDT 2009,NO_QUERY,ziodyne,since it needs to be done in a few hours lmao ,"['since', 'needs', 'done', 'hours', 'lmao']"
NEGATIVE,2252613356,Sat Jun 20 06:38:34 PDT 2009,NO_QUERY,SageLopez,"On my way to Cerritos, I'm so annoyed because I forgot my ipod  whatsevs.","['way', 'cerritos', 'annoyed', 'forgot', 'ipod', 'whatsevs']"
NEGATIVE,2322390040,Wed Jun 24 22:31:59 PDT 2009,NO_QUERY,McEntire1255,Its been almost a month since my birthay an yet no word from you! I dont know y I trusted u an let u in my life! Knew this would happen! ,"['almost', 'month', 'since', 'birthay', 'yet', 'word', 'dont', 'know', 'trusted', 'let', 'life', 'knew', 'would', 'happen']"
NEGATIVE,2014913034,Wed Jun 03 03:05:52 PDT 2009,NO_QUERY,zurikuzu,is still waiting ,"['still', 'waiting']"
NEGATIVE,2207344657,Wed Jun 17 07:48:51 PDT 2009,NO_QUERY,krkelly,One more time up north and back. All alone  at least I have the BEP cd,"['one', 'time', 'north', 'back', 'alone', 'least', 'bep']"
POSITIVE,1835057165,Mon May 18 05:01:11 PDT 2009,NO_QUERY,irisira,"Yes, it's Monday, but I'm glad it's a new week.  Clean slate, let's start fresh.  ","['yes', 'monday', 'glad', 'new', 'week', 'clean', 'slate', 'let', 'start', 'fresh']"
NEGATIVE,1996034198,Mon Jun 01 14:25:54 PDT 2009,NO_QUERY,louisbamber,"Watching The Bucket List, this film makes me miss melissa like loads  cant wait for tommorow :] cuddle time.","['watching', 'bucket', 'list', 'film', 'makes', 'miss', 'melissa', 'like', 'loads', 'cant', 'wait', 'tommorow', 'cuddle', 'time']"
NEGATIVE,1678151398,Sat May 02 05:42:19 PDT 2009,NO_QUERY,cndflybaby,@DianeDenmark btw did you get clips put together for #TMMM? I never ended up getting a copy of the movie ,"['btw', 'get', 'clips', 'put', 'together', 'tmmm', 'never', 'ended', 'getting', 'copy', 'movie']"
NEGATIVE,2188679133,Mon Jun 15 22:20:54 PDT 2009,NO_QUERY,Tone1er,is feeling down ,['feeling']
NEGATIVE,2050261011,Fri Jun 05 18:21:16 PDT 2009,NO_QUERY,oxdeadonarrival,my back/neck hurt ,['hurt']
NEGATIVE,2071631656,Sun Jun 07 19:41:43 PDT 2009,NO_QUERY,jemiii,"@wsoplive Thanks!  I DVR'd the Lakers game so I could watch it after this final table.  Now, I don't have to ","['thanks', 'dvr', 'lakers', 'game', 'could', 'watch', 'final', 'table']"
POSITIVE,2176697463,Mon Jun 15 04:32:14 PDT 2009,NO_QUERY,gracelace,just updated her blog for the 1st time in 4 days ,"['updated', 'blog', 'time', 'days']"
NEGATIVE,2177368780,Mon Jun 15 05:59:08 PDT 2009,NO_QUERY,arkaitz,"@alpgarcia I don't know... that's only for IR, what about DM? ",['know']
NEGATIVE,2244724862,Fri Jun 19 15:07:49 PDT 2009,NO_QUERY,kate2711,"@Langit_Anghel ye my dads comin at 9. its 11pm now, mite go n spend a little more time with my friends, wont see them for 3 months ","['dads', 'comin', 'mite', 'spend', 'little', 'time', 'friends', 'wont', 'see', 'months']"
POSITIVE,1880185721,Fri May 22 00:22:35 PDT 2009,NO_QUERY,mrugeshkarnik,"@sankarshanm Hehehe, that'd be kinda confusing ","['hehehe', 'kinda', 'confusing']"
NEGATIVE,2062453960,Sat Jun 06 23:16:37 PDT 2009,NO_QUERY,martyfnday,@Ghostfreehood i want the top to stop spinning so badly. shame I can't use the booze to spin it down. ,"['want', 'top', 'stop', 'spinning', 'badly', 'shame', 'use', 'booze', 'spin']"
NEGATIVE,1795602882,Thu May 14 08:03:25 PDT 2009,NO_QUERY,likezerogravity,WHY DANNY!!!!!!!!!!!!!!!!!!!!!!!!! ,['danny']
POSITIVE,2191433862,Tue Jun 16 05:16:00 PDT 2009,NO_QUERY,fkalseth,"@neslekkim visiting family&amp;friends in Sandefjord weekend after #ndc09, so leaving my car there and taking the train to Oslo tomorrow ","['visiting', 'family', 'amp', 'friends', 'sandefjord', 'weekend', 'leaving', 'car', 'taking', 'train', 'oslo', 'tomorrow']"
POSITIVE,2014866843,Wed Jun 03 02:57:00 PDT 2009,NO_QUERY,AssyifaMaryam,@zackalltimelow but hey it's ok to have a feeling of guilty sometimes! ,"['hey', 'feeling', 'guilty', 'sometimes']"
POSITIVE,2190279769,Tue Jun 16 02:16:31 PDT 2009,NO_QUERY,mariio_,@ WORK......!!!!!!!!!!! ,['work']
NEGATIVE,2068725387,Sun Jun 07 14:35:12 PDT 2009,NO_QUERY,temo_gemo,doesn't get to see her bf for 7 weeks and won't be able to talk to him for 4 weeks! omg ,"['get', 'see', 'weeks', 'able', 'talk', 'weeks', 'omg']"
NEGATIVE,2177439042,Mon Jun 15 06:06:28 PDT 2009,NO_QUERY,zhayrar,"@christelmcr i'm fine, just loaded with a lot of schoolworks. ","['fine', 'loaded', 'lot', 'schoolworks']"
POSITIVE,1961487791,Fri May 29 09:34:46 PDT 2009,NO_QUERY,tgosingtian,"@GabbyAntonio, @gryshee, @allleexm: We'll be modeling for our friend's clothing line. ","['modeling', 'friend', 'clothing', 'line']"
NEGATIVE,1468739830,Tue Apr 07 03:28:24 PDT 2009,NO_QUERY,cravenjade,@jamieharrop You a fan of Ross Noble? He once picked on me for a WHOLE performance here! I was the 'Awakeners Girl' according to him ,"['fan', 'ross', 'noble', 'picked', 'whole', 'performance', 'girl', 'according']"
POSITIVE,2013300209,Tue Jun 02 22:21:02 PDT 2009,NO_QUERY,WalkingHorse,~~Robert Palmer â Mercy Mercy Me~~ Nighty night!  â« http://blip.fm/~7jev0,"['palmer', 'mercy', 'mercy', 'nighty', 'night']"
NEGATIVE,2247651104,Fri Jun 19 19:25:05 PDT 2009,NO_QUERY,lemunch,My stomach hurts ,"['stomach', 'hurts']"
NEGATIVE,1977808037,Sat May 30 21:45:22 PDT 2009,NO_QUERY,enithhernandez,@clairelouise2 I still can't see anything ,"['still', 'see', 'anything']"
POSITIVE,2053859862,Sat Jun 06 05:55:05 PDT 2009,NO_QUERY,tyaloveshoes,"Buying salmon kremes, kuo tie panggang, and some other foods for watching manohara interview on extravaganza. Oh, also buying some DVDs ","['buying', 'salmon', 'kremes', 'kuo', 'tie', 'panggang', 'foods', 'watching', 'manohara', 'interview', 'extravaganza', 'also', 'buying', 'dvds']"
NEGATIVE,2056988290,Sat Jun 06 12:09:52 PDT 2009,NO_QUERY,42rulesbooks,@fontosaurus   so sorry...don't know what else to say except  sorry ,"['sorry', 'know', 'else', 'say', 'except', 'sorry']"
NEGATIVE,1993814657,Mon Jun 01 10:58:25 PDT 2009,NO_QUERY,Shannequin,@poshuamason: i forgot that i work tonight. Till ten thirty. ,"['forgot', 'work', 'tonight', 'till', 'ten', 'thirty']"
POSITIVE,2049384839,Fri Jun 05 16:47:16 PDT 2009,NO_QUERY,diekittay,"@Kutski tunin in from Tokyo mate... Off to fatboy big beach today....crappy weather, but awesomely beautiful company ","['tunin', 'tokyo', 'mate', 'fatboy', 'big', 'beach', 'today', 'crappy', 'weather', 'awesomely', 'beautiful', 'company']"
POSITIVE,1964629521,Fri May 29 14:32:40 PDT 2009,NO_QUERY,MelanieZueger,Also my friends were sitting on my lap because the benches were taken... my life is still sad... but at least I wasn't abandoned! ,"['also', 'friends', 'sitting', 'lap', 'benches', 'taken', 'life', 'still', 'sad', 'least', 'abandoned']"
POSITIVE,2185919008,Mon Jun 15 18:05:40 PDT 2009,NO_QUERY,mattyismagic,Together   http://twitpic.com/7ie6v,['together']
POSITIVE,1833717694,Mon May 18 00:12:48 PDT 2009,NO_QUERY,AndyCarolan,"morning twitter, woke up with sore neck... it will pass - happy days ","['morning', 'twitter', 'woke', 'sore', 'neck', 'pass', 'happy', 'days']"
POSITIVE,2176114962,Mon Jun 15 02:57:38 PDT 2009,NO_QUERY,marlenemanto,@howard61 ....and the wine.  Unfortunately I'm not allowed wine for 24hrs. I think that's the worst pain!,"['wine', 'unfortunately', 'allowed', 'wine', 'think', 'bad', 'pain']"
NEGATIVE,2258719301,Sat Jun 20 16:23:06 PDT 2009,NO_QUERY,vyctorsoft,@MsShan22 cause some for me! I'm stuck at work  http://myloc.me/4Joa,"['cause', 'stuck', 'work']"
POSITIVE,1755031512,Sun May 10 08:04:19 PDT 2009,NO_QUERY,evhead68,Oh and I hope you all have a happy Mothers Day  Love you mom!,"['hope', 'happy', 'mothers', 'day', 'love', 'mom']"
POSITIVE,1796177034,Thu May 14 09:00:31 PDT 2009,NO_QUERY,princezzcutz,Listening to The Last Kiss on the iPod...   &quot;ahhhhaaa&quot; ,"['listening', 'last', 'kiss', 'ipod', 'quot', 'ahhhhaaa', 'quot']"
POSITIVE,1971255753,Sat May 30 06:38:39 PDT 2009,NO_QUERY,ayashcliche,@Adityaolivier im not doin anything cutie. so you? ,"['doin', 'anything', 'cutie']"
POSITIVE,1990081400,Mon Jun 01 03:49:11 PDT 2009,NO_QUERY,Scyranth,@pinkcornbread cuz Im sneaky like dat gurl! ,"['cuz', 'sneaky', 'like', 'dat', 'gurl']"
NEGATIVE,2191820355,Tue Jun 16 06:01:43 PDT 2009,NO_QUERY,exframebuilder,All this social networking is more like social NOTworking ,"['social', 'networking', 'like', 'social', 'notworking']"
POSITIVE,1984089096,Sun May 31 14:25:15 PDT 2009,NO_QUERY,matt_sawer,on train back to durham ,"['train', 'back', 'durham']"
NEGATIVE,2069578090,Sun Jun 07 16:08:05 PDT 2009,NO_QUERY,danielcolquitt,"@Cheeg I will do!  I'm trying to get her to use twitter more, but she's not into it ","['trying', 'get', 'use', 'twitter']"
POSITIVE,2062172807,Sat Jun 06 22:31:02 PDT 2009,NO_QUERY,jaganath_sr,@NischalShetty MS is in search business even before google ,"['search', 'business', 'even', 'google']"
POSITIVE,1932888701,Tue May 26 22:27:38 PDT 2009,NO_QUERY,joliesgrrl80,is watching the first episode of glee. Just the first 5 minutes is enough for her to watch every single episode. ,"['watching', 'first', 'episode', 'glee', 'first', 'minutes', 'enough', 'watch', 'every', 'single', 'episode']"
POSITIVE,2188506972,Mon Jun 15 22:01:30 PDT 2009,NO_QUERY,TaylorMarie03,nightly adventures with Kassie ,"['nightly', 'adventures', 'kassie']"
NEGATIVE,1972965232,Sat May 30 10:13:12 PDT 2009,NO_QUERY,raashanahmad,long distance collabs can be good but irritating too! 1 week over the internet coulda been 1 hour!--on my way to relay my verse again ,"['long', 'distance', 'collabs', 'good', 'irritating', 'week', 'internet', 'coulda', 'hour', 'way', 'relay', 'verse']"
NEGATIVE,2248496479,Fri Jun 19 20:43:00 PDT 2009,NO_QUERY,gradontripp,"@sarahcooley I want one too, but alas, no money for it. ","['want', 'one', 'alas', 'money']"
POSITIVE,1754473448,Sun May 10 06:23:33 PDT 2009,NO_QUERY,invalid_reality,@tantamani your welcome  and I'm pretty sure mother's day is celebrated on the same day all over the world,"['welcome', 'pretty', 'sure', 'mother', 'day', 'celebrated', 'day', 'world']"
NEGATIVE,2176716303,Mon Jun 15 04:35:02 PDT 2009,NO_QUERY,CrystalClear,@DJSMOOK feel better.. didn't know you were ill  Nyquil hits spot hopefully..Rest my friend rest,"['feel', 'good', 'know', 'ill', 'nyquil', 'hits', 'spot', 'hopefully', 'rest', 'friend', 'rest']"
POSITIVE,2189283185,Mon Jun 15 23:40:23 PDT 2009,NO_QUERY,victortristan,im back in cali! home sweet home ,"['back', 'cali', 'home', 'sweet', 'home']"
POSITIVE,1974150356,Sat May 30 12:32:33 PDT 2009,NO_QUERY,HitzProductions,@LiFeSiZeBaRbii if your certain to break me out my shell ill make it my business to be there..  ,"['certain', 'break', 'shell', 'ill', 'make', 'business']"
NEGATIVE,1824999045,Sun May 17 03:53:40 PDT 2009,NO_QUERY,nicolamtan,i love howqua. missing indi ,"['love', 'howqua', 'missing', 'indi']"
POSITIVE,1883057644,Fri May 22 07:56:20 PDT 2009,NO_QUERY,inntrigulis,@a_rybak http://twitpic.com/5oj6r - you're very nice in this photo  do you speak german? o.O,"['nice', 'photo', 'speak', 'german']"
POSITIVE,1963822656,Fri May 29 13:18:09 PDT 2009,NO_QUERY,VeronicaBal,Taking off!!!! ,['taking']
NEGATIVE,2050768522,Fri Jun 05 19:15:30 PDT 2009,NO_QUERY,leewaters,"@lostinmiami Yeah, but I don't have money or interested friends to go with.  Looks fun, though.  Same place as Comic-Con.","['yeah', 'money', 'interested', 'friends', 'looks', 'fun', 'though', 'place']"
POSITIVE,2047207598,Fri Jun 05 13:18:34 PDT 2009,NO_QUERY,nlsko,Elvis has entered the building  goeie stem  http://twitpic.com/6ova3,"['elvis', 'entered', 'building', 'goeie', 'stem']"
POSITIVE,2006620483,Tue Jun 02 11:26:13 PDT 2009,NO_QUERY,BetterisLittle,@lynnskitchenadv: @HappyHousewife @GettingFreedom  and go 100% WW to avoid the carbs.  That is my thought anyway. AGREED! ,"['avoid', 'carbs', 'thought', 'anyway', 'agreed']"
NEGATIVE,2061211289,Sat Jun 06 20:24:14 PDT 2009,NO_QUERY,PolaScheps,"and now it's when i hate myself. and i think &quot;i want to change&quot; but it's not so easy, and that makes me feel even more sad ","['hate', 'think', 'quot', 'want', 'change', 'quot', 'easy', 'makes', 'feel', 'even', 'sad']"
POSITIVE,1932682814,Tue May 26 21:59:12 PDT 2009,NO_QUERY,Sabki,@Hals7747 dont know yet. Coranation is june 27th.   ,"['dont', 'know', 'yet', 'coranation', 'june']"
NEGATIVE,2189908667,Tue Jun 16 01:13:55 PDT 2009,NO_QUERY,tomcritchlow,Wow - booking flights is really hard work  how do I know which is cheapest?,"['wow', 'booking', 'flights', 'really', 'hard', 'work', 'know', 'cheap']"
NEGATIVE,1956401267,Thu May 28 21:48:01 PDT 2009,NO_QUERY,LaLahDread,So laid back... The person I care about the most avoids talking to me on the phone  So I have to settle and talk to this lame dude..  ...,"['laid', 'back', 'person', 'care', 'avoids', 'talking', 'phone', 'settle', 'talk', 'lame', 'dude']"
POSITIVE,2010869388,Tue Jun 02 18:06:06 PDT 2009,NO_QUERY,Mechu,I'M GOING TO RED DEER FOR A WEEK TO STUDY ANIMATION. WWHHHEEEEEEE!! ,"['going', 'red', 'deer', 'week', 'study', 'animation', 'wwhhheeeeeee']"
POSITIVE,1753330820,Sun May 10 01:07:11 PDT 2009,NO_QUERY,Upstatemomof3,@4boys4now denial can be very powerful ,"['denial', 'powerful']"
NEGATIVE,2262521796,Sat Jun 20 22:40:38 PDT 2009,NO_QUERY,irfanm,Cricinfo take hours [not actually hours but minutes] in loading now !! need to explore new site for cricket scores. Help me please. ,"['cricinfo', 'take', 'hours', 'actually', 'hours', 'minutes', 'loading', 'need', 'explore', 'new', 'site', 'cricket', 'scores', 'help', 'please']"
NEGATIVE,2066127350,Sun Jun 07 09:56:27 PDT 2009,NO_QUERY,rachaelleex3,Where the hell is my best friend ,"['hell', 'best', 'friend']"
NEGATIVE,2071498130,Sun Jun 07 19:29:42 PDT 2009,NO_QUERY,ewd_carson,@SliceMag i might be going to bonnaroo but i'd rather go to lollapalooza i will go to one at some point in my life ,"['might', 'going', 'bonnaroo', 'rather', 'lollapalooza', 'one', 'point', 'life']"
NEGATIVE,2240594075,Fri Jun 19 09:56:00 PDT 2009,NO_QUERY,Lockie83,"Great start to the season for Liverpool, Glen Johnson is going to get poached, Alonso and Mascha both want out ","['great', 'start', 'season', 'liverpool', 'glen', 'johnson', 'going', 'get', 'poached', 'alonso', 'mascha', 'want']"
NEGATIVE,2186447333,Mon Jun 15 18:51:11 PDT 2009,NO_QUERY,aratiii,that hike killed my abs ,"['hike', 'killed', 'abs']"
POSITIVE,1684822354,Sat May 02 22:09:13 PDT 2009,NO_QUERY,JYbeliever,"Watching harry potter on tv. It seems so long ago when dan radcliffe didn't smoke, do naked plays... Oh the happiness of the future ","['watching', 'harry', 'potter', 'seems', 'long', 'ago', 'dan', 'radcliffe', 'smoke', 'naked', 'plays', 'happiness', 'future']"
NEGATIVE,1468217673,Tue Apr 07 00:21:28 PDT 2009,NO_QUERY,ValkyrieOne,Should really go to sleep so i can get up early tomorrow (well today now) ,"['really', 'sleep', 'get', 'early', 'tomorrow', 'well', 'today']"
POSITIVE,1834160215,Mon May 18 01:51:38 PDT 2009,NO_QUERY,Rainbow_soc,Morning Peoples ,"['morning', 'peoples']"
POSITIVE,2065397606,Sun Jun 07 08:30:43 PDT 2009,NO_QUERY,carlinhaanyyy,@taylorswift13 http://twitpic.com/6g8k2 - You are perfect taylor ,"['perfect', 'taylor']"
NEGATIVE,2249329478,Fri Jun 19 22:07:47 PDT 2009,NO_QUERY,dymespot,@BeeAshley Very unfortunate ,['unfortunate']
POSITIVE,2176292100,Mon Jun 15 03:28:05 PDT 2009,NO_QUERY,MiiX_iiN_sTyLe,omg!!!! i have write a english class test  there was really easy ),"['omg', 'write', 'english', 'class', 'test', 'really', 'easy']"
POSITIVE,2015487467,Wed Jun 03 04:47:44 PDT 2009,NO_QUERY,Lauren_Walton,"@meghornby we are still going  maybe even better, you dont have to wait in long queus too ","['still', 'going', 'maybe', 'even', 'good', 'dont', 'wait', 'long', 'queus']"
POSITIVE,2183427685,Mon Jun 15 14:29:32 PDT 2009,NO_QUERY,The_Danger,Always nice to listen to  â« http://blip.fm/~8a485,"['always', 'nice', 'listen']"
NEGATIVE,2298068053,Tue Jun 23 11:13:00 PDT 2009,NO_QUERY,TheOnlyMoe,is feeling that she possibly offended someone ,"['feeling', 'possibly', 'offended', 'someone']"
NEGATIVE,2007779331,Tue Jun 02 13:08:22 PDT 2009,NO_QUERY,Benjimonicus,"Y'know, Hayfever's a bitch. I havn't been able to take my knuckles away from my eyes all day ","['hayfever', 'bitch', 'hav', 'able', 'take', 'knuckles', 'away', 'eyes', 'day']"
NEGATIVE,2283689890,Mon Jun 22 12:56:55 PDT 2009,NO_QUERY,thebcast,@c4400 oh YES!  SO not happy about this latest development.,"['yes', 'happy', 'late', 'development']"
POSITIVE,2068764650,Sun Jun 07 14:39:27 PDT 2009,NO_QUERY,SHEz0so0FFiCiAL,CANT WAiT TO GO ON VACATiON NEXT MONTH ,"['cant', 'wait', 'vacation', 'next', 'month']"
NEGATIVE,2174870084,Sun Jun 14 23:30:37 PDT 2009,NO_QUERY,spencerkaitlin,@salivar08 I can only afford one. Including shipping it's exactly the amount I have in my Paypal. ,"['afford', 'one', 'including', 'shipping', 'exactly', 'amount', 'paypal']"
NEGATIVE,2050827407,Fri Jun 05 19:21:49 PDT 2009,NO_QUERY,super_muffy,I have to go to the vet tomorrow to get my shots!! ,"['vet', 'tomorrow', 'get', 'shots']"
NEGATIVE,2191859555,Tue Jun 16 06:05:50 PDT 2009,NO_QUERY,pazkallah,"It is NOT a quiet, peaceful morning... Very not happy about this. ","['quiet', 'peaceful', 'morning', 'happy']"
NEGATIVE,2188399393,Mon Jun 15 21:49:39 PDT 2009,NO_QUERY,Daye619,@cherielisabeth would love too but I'm @ the whistle stop for @kipperisrad pop trivia.  Congrats to u &amp; the Lake Show btw.,"['would', 'love', 'whistle', 'stop', 'pop', 'trivia', 'congrats', 'amp', 'lake', 'show', 'btw']"
POSITIVE,2014694759,Wed Jun 03 02:22:43 PDT 2009,NO_QUERY,Shinybiscuit,@xthemusic  *Double Team Idea* We wear tshirts with our names on. As a cool gimmick. But never refer to ourselves as those names.,"['double', 'team', 'idea', 'wear', 'tshirts', 'names', 'cool', 'gimmick', 'never', 'refer', 'names']"
NEGATIVE,1468970370,Tue Apr 07 04:38:47 PDT 2009,NO_QUERY,missyera,@rxrrazorblade Poor you.  I just finished work. You'll get through the day.,"['poor', 'finished', 'work', 'get', 'day']"
NEGATIVE,2175039872,Sun Jun 14 23:56:15 PDT 2009,NO_QUERY,IFTBA,"I guess I'm never watching Netflix &quot;Instant&quot; again. You can't buffer the whole movie, and you can't leave it playing and replay it. Suck. ","['guess', 'never', 'watching', 'netflix', 'quot', 'instant', 'quot', 'buff', 'whole', 'movie', 'leave', 'playing', 'replay', 'suck']"
POSITIVE,1990888898,Mon Jun 01 05:58:19 PDT 2009,NO_QUERY,twinklybee,@TomFelton Yeeeeeaaaaah baby! Can't wait ,"['yeeeeeaaaaah', 'baby', 'wait']"
